,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,Load_Type
21880,3.6,1.19,2.92,0.0,94.95,77.66,2
21881,3.49,5.44,0.0,0.0,54.0,100.0,2
21882,3.49,5.15,0.0,0.0,56.1,100.0,2
21883,3.31,5.72,0.0,0.0,50.09,100.0,2
21884,3.13,5.44,0.0,0.0,49.87,100.0,0
21885,2.74,4.97,0.0,0.0,48.28,100.0,0
21886,2.74,5.22,0.0,0.0,46.48,100.0,0
21887,2.77,5.26,0.0,0.0,46.6,100.0,0
21888,2.77,5.33,0.0,0.0,46.11,100.0,0
21889,2.84,5.58,0.0,0.0,45.36,100.0,0
21890,2.81,5.51,0.0,0.0,45.43,100.0,0
21891,2.77,5.54,0.0,0.0,44.72,100.0,0
21892,2.81,5.62,0.0,0.0,44.72,100.0,0
21893,2.77,5.47,0.0,0.0,45.18,100.0,0
21894,2.77,5.11,0.0,0.0,47.66,100.0,0
21895,2.74,5.11,0.0,0.0,47.26,100.0,0
21896,2.77,5.33,0.0,0.0,46.11,100.0,0
21897,2.74,5.26,0.0,0.0,46.2,100.0,0
21898,2.77,5.26,0.0,0.0,46.6,100.0,0
21899,3.28,5.22,0.0,0.0,53.2,100.0,0
21900,3.06,5.29,0.0,0.0,50.07,100.0,0
21901,2.77,5.54,0.0,0.0,44.72,100.0,0
21902,2.77,5.58,0.0,0.0,44.46,100.0,0
21903,2.77,5.65,0.0,0.0,44.02,100.0,0
21904,2.99,6.08,0.0,0.0,44.13,100.0,0
21905,3.46,6.16,0.0,0.0,48.97,100.0,0
21906,3.24,5.98,0.0,0.0,47.64,100.0,0
21907,2.77,5.94,0.0,0.0,42.26,100.0,0
21908,2.81,6.08,0.0,0.0,41.95,100.0,0
21909,2.81,6.19,0.0,0.0,41.34,100.0,0
21910,2.77,6.01,0.0,0.0,41.86,100.0,0
21911,2.74,6.01,0.0,0.0,41.48,100.0,0
21912,2.81,5.98,0.0,0.0,42.53,100.0,0
21913,2.77,5.76,0.0,0.0,43.34,100.0,0
21914,2.77,5.87,0.0,0.0,42.68,100.0,0
21915,2.7,5.62,0.0,0.0,43.3,100.0,0
21916,3.28,5.29,0.0,0.0,52.7,100.0,0
21917,2.99,5.65,0.0,0.0,46.77,100.0,0
21918,3.1,5.58,0.0,0.0,48.56,100.0,0
21919,3.17,5.44,0.0,0.0,50.35,100.0,0
21920,33.84,36.72,0.0,0.02,67.77,100.0,0
21921,40.72,45.22,0.0,0.02,66.92,100.0,0
21922,64.94,63.22,0.0,0.03,71.65,100.0,0
21923,50.22,30.6,0.0,0.02,85.4,100.0,0
21924,45.86,24.23,0.0,0.02,88.42,100.0,2
21925,40.5,19.3,0.0,0.02,90.27,100.0,2
21926,45.65,25.06,0.0,0.02,87.66,100.0,2
21927,42.12,21.31,0.0,0.02,89.23,100.0,2
21928,46.08,24.16,0.0,0.02,88.57,100.0,1
21929,42.01,19.12,0.0,0.02,91.02,100.0,1
21930,44.53,24.8,0.0,0.02,87.36,100.0,1
21931,43.49,22.14,0.0,0.02,89.12,100.0,1
21932,41.4,31.25,0.0,0.02,79.81,100.0,1
21933,63.0,48.2,0.0,0.03,79.42,100.0,1
21934,45.07,33.8,0.0,0.02,80.0,100.0,1
21935,36.25,22.97,0.0,0.02,84.47,100.0,1
21936,4.07,0.0,8.71,0.0,100.0,42.33,2
21937,4.86,0.0,16.81,0.0,100.0,27.77,2
21938,5.26,0.0,18.65,0.0,100.0,27.14,2
21939,5.11,0.0,18.65,0.0,100.0,26.43,2
21940,28.12,13.25,5.94,0.01,90.46,97.84,1
21941,81.14,46.33,0.0,0.04,86.84,100.0,1
21942,86.62,47.81,0.0,0.04,87.55,100.0,1
21943,91.19,50.94,0.0,0.04,87.3,100.0,1
21944,77.65,47.7,0.0,0.04,85.21,100.0,1
21945,65.45,39.67,0.0,0.03,85.52,100.0,1
21946,91.37,53.21,0.0,0.04,86.41,100.0,1
21947,82.01,48.31,0.0,0.04,86.16,100.0,1
21948,75.6,45.54,0.0,0.03,85.66,100.0,1
21949,71.46,42.26,0.0,0.03,86.07,100.0,1
21950,58.61,37.94,0.0,0.03,83.95,100.0,1
21951,59.08,31.0,0.0,0.03,88.55,100.0,1
21952,89.06,45.22,0.0,0.04,89.16,100.0,1
21953,85.14,48.38,0.0,0.04,86.94,100.0,1
21954,109.73,63.32,0.0,0.05,86.61,100.0,1
21955,118.76,65.56,0.0,0.05,87.55,100.0,1
21956,64.3,35.96,0.0,0.03,87.28,100.0,2
21957,40.28,15.26,0.11,0.02,93.51,100.0,2
21958,30.06,3.13,0.61,0.01,99.46,99.98,2
21959,30.6,3.42,0.5,0.01,99.38,99.99,2
21960,43.52,27.43,0.07,0.02,84.6,100.0,2
21961,51.41,43.06,0.0,0.02,76.66,100.0,2
21962,49.03,32.83,0.0,0.02,83.09,100.0,2
21963,51.95,29.05,0.0,0.02,87.28,100.0,2
21964,67.61,39.82,0.0,0.03,86.17,100.0,2
21965,60.62,38.99,0.0,0.03,84.11,100.0,2
21966,42.95,18.9,0.0,0.02,91.53,100.0,2
21967,41.94,19.26,0.0,0.02,90.88,100.0,2
21968,45.86,24.19,0.0,0.02,88.45,100.0,2
21969,48.31,31.03,0.0,0.02,84.14,100.0,2
21970,92.59,58.64,0.0,0.04,84.48,100.0,2
21971,51.26,26.93,0.0,0.02,88.53,100.0,2
21972,11.09,1.01,13.82,0.01,99.59,62.59,2
21973,4.46,0.0,17.68,0.0,100.0,24.46,2
21974,3.74,0.0,15.41,0.0,100.0,23.59,2
21975,3.6,0.0,12.71,0.0,100.0,27.25,2
21976,3.49,0.83,3.17,0.0,97.29,74.02,2
21977,3.35,4.39,0.0,0.0,60.66,100.0,2
21978,3.28,4.21,0.0,0.0,61.46,100.0,2
21979,2.63,4.43,0.0,0.0,51.05,100.0,2
21980,2.63,4.25,0.0,0.0,52.62,100.0,0
21981,2.56,3.96,0.0,0.0,54.29,100.0,0
21982,2.63,3.85,0.0,0.0,56.41,100.0,0
21983,3.13,4.61,0.0,0.0,56.17,100.0,0
21984,2.92,4.25,0.0,0.0,56.63,100.0,0
21985,2.59,4.14,0.0,0.0,53.04,100.0,0
21986,2.66,4.28,0.0,0.0,52.79,100.0,0
21987,2.63,4.36,0.0,0.0,51.65,100.0,0
21988,2.66,4.25,0.0,0.0,53.05,100.0,0
21989,2.63,4.32,0.0,0.0,52.0,100.0,0
21990,2.66,4.57,0.0,0.0,50.3,100.0,0
21991,2.7,4.64,0.0,0.0,50.29,100.0,0
21992,2.63,4.43,0.0,0.0,51.05,100.0,0
21993,2.63,4.57,0.0,0.0,49.88,100.0,0
21994,2.7,4.46,0.0,0.0,51.79,100.0,0
21995,2.95,4.43,0.0,0.0,55.43,100.0,0
21996,2.88,3.56,0.0,0.0,62.89,100.0,0
21997,2.52,3.6,0.0,0.0,57.35,100.0,0
21998,2.48,3.71,0.0,0.0,55.57,100.0,0
21999,2.52,3.56,0.0,0.0,57.78,100.0,0
22000,2.59,3.56,0.0,0.0,58.83,100.0,0
22001,2.56,3.64,0.0,0.0,57.53,100.0,0
22002,2.52,3.6,0.0,0.0,57.35,100.0,0
22003,2.52,3.78,0.0,0.0,55.47,100.0,0
22004,2.56,3.85,0.0,0.0,55.37,100.0,0
22005,2.48,3.85,0.0,0.0,54.15,100.0,0
22006,2.56,3.78,0.0,0.0,56.08,100.0,0
22007,2.88,4.14,0.0,0.0,57.11,100.0,0
22008,2.88,4.18,0.0,0.0,56.74,100.0,0
22009,2.52,3.92,0.0,0.0,54.08,100.0,0
22010,2.81,3.67,0.0,0.0,60.79,100.0,0
22011,3.06,3.56,0.0,0.0,65.18,100.0,0
22012,2.66,4.64,0.0,0.0,49.73,100.0,0
22013,2.81,4.9,0.0,0.0,49.75,100.0,0
22014,7.88,9.54,0.0,0.0,63.68,100.0,0
22015,26.93,24.01,0.0,0.01,74.64,100.0,0
22016,81.43,65.12,0.0,0.04,78.1,100.0,0
22017,110.7,83.41,0.0,0.05,79.87,100.0,0
22018,73.91,63.36,0.0,0.03,75.92,100.0,0
22019,79.92,32.94,0.0,0.04,92.45,100.0,0
22020,85.68,39.31,0.0,0.04,90.89,100.0,2
22021,75.6,38.38,0.0,0.03,89.17,100.0,2
22022,64.26,30.74,0.0,0.03,90.21,100.0,2
22023,80.96,38.7,0.0,0.04,90.22,100.0,2
22024,109.12,53.42,0.0,0.05,89.81,100.0,1
22025,82.98,40.21,0.0,0.04,89.99,100.0,1
22026,72.07,35.53,0.0,0.03,89.69,100.0,1
22027,115.38,53.03,0.0,0.05,90.86,100.0,1
22028,47.09,28.76,0.0,0.02,85.34,100.0,1
22029,45.79,27.86,0.0,0.02,85.43,100.0,1
22030,38.56,23.69,0.0,0.02,85.2,100.0,1
22031,26.57,15.37,1.15,0.01,86.56,99.91,1
22032,3.67,0.0,8.64,0.0,100.0,39.1,2
22033,3.56,0.0,13.54,0.0,100.0,25.43,2
22034,4.25,0.0,19.55,0.0,100.0,21.24,2
22035,4.32,0.0,15.98,0.0,100.0,26.1,2
22036,26.89,6.62,5.15,0.01,97.1,98.21,1
22037,44.28,17.14,0.0,0.02,93.26,100.0,1
22038,46.55,17.82,0.0,0.02,93.39,100.0,1
22039,52.16,22.21,0.0,0.02,92.01,100.0,1
22040,48.71,19.91,0.0,0.02,92.57,100.0,1
22041,50.87,22.54,0.0,0.02,91.43,100.0,1
22042,47.77,21.92,0.0,0.02,90.89,100.0,1
22043,43.2,17.6,0.0,0.02,92.61,100.0,1
22044,46.08,21.24,0.0,0.02,90.82,100.0,1
22045,52.02,26.71,0.0,0.02,88.96,100.0,1
22046,67.1,37.98,0.0,0.03,87.03,100.0,1
22047,81.5,40.68,0.0,0.04,89.47,100.0,1
22048,76.36,36.97,0.0,0.04,90.01,100.0,1
22049,89.71,38.41,0.0,0.04,91.93,100.0,1
22050,74.38,32.83,0.0,0.03,91.48,100.0,1
22051,20.74,3.28,8.53,0.01,98.77,92.48,1
22052,7.74,0.0,18.4,0.0,100.0,38.77,2
22053,3.82,0.0,17.71,0.0,100.0,21.08,2
22054,3.38,0.0,16.63,0.0,100.0,19.92,2
22055,3.35,0.0,16.67,0.0,100.0,19.7,2
22056,3.31,0.0,7.74,0.0,100.0,39.32,2
22057,3.24,0.0,5.29,0.0,100.0,52.23,2
22058,3.38,0.0,11.59,0.0,100.0,28.0,2
22059,3.38,0.0,16.24,0.0,100.0,20.38,2
22060,2.77,0.0,13.79,0.0,100.0,19.69,2
22061,2.74,0.0,13.97,0.0,100.0,19.25,2
22062,2.77,0.0,14.0,0.0,100.0,19.41,2
22063,2.77,0.0,13.97,0.0,100.0,19.45,2
22064,2.84,0.0,13.97,0.0,100.0,19.92,2
22065,2.84,0.0,13.9,0.0,100.0,20.02,2
22066,2.81,0.0,13.93,0.0,100.0,19.77,2
22067,2.77,0.0,13.9,0.0,100.0,19.54,2
22068,2.81,0.0,13.82,0.0,100.0,19.93,2
22069,2.84,0.0,13.79,0.0,100.0,20.17,2
22070,2.92,0.0,13.72,0.0,100.0,20.82,2
22071,3.28,0.0,14.22,0.0,100.0,22.48,2
22072,3.13,0.86,3.53,0.0,96.43,66.34,2
22073,2.59,4.57,0.0,0.0,49.31,100.0,2
22074,2.66,4.54,0.0,0.0,50.55,100.0,2
22075,2.63,4.5,0.0,0.0,50.46,100.0,2
22076,2.99,4.07,0.0,0.0,59.21,100.0,0
22077,3.1,3.96,0.0,0.0,61.64,100.0,0
22078,2.63,4.14,0.0,0.0,53.62,100.0,0
22079,2.56,3.96,0.0,0.0,54.29,100.0,0
22080,2.63,4.1,0.0,0.0,53.99,100.0,0
22081,2.59,4.21,0.0,0.0,52.4,100.0,0
22082,2.59,4.18,0.0,0.0,52.67,100.0,0
22083,2.66,4.18,0.0,0.0,53.69,100.0,0
22084,2.59,4.21,0.0,0.0,52.4,100.0,0
22085,2.63,4.21,0.0,0.0,52.98,100.0,0
22086,2.59,4.36,0.0,0.0,51.07,100.0,0
22087,2.63,4.43,0.0,0.0,51.05,100.0,0
22088,2.74,4.68,0.0,0.0,50.52,100.0,0
22089,2.74,4.86,0.0,0.0,49.11,100.0,0
22090,2.66,4.54,0.0,0.0,50.55,100.0,0
22091,3.24,5.04,0.0,0.0,54.08,100.0,0
22092,2.84,4.82,0.0,0.0,50.76,100.0,0
22093,2.74,4.93,0.0,0.0,48.58,100.0,0
22094,2.7,4.86,0.0,0.0,48.56,100.0,0
22095,2.7,4.9,0.0,0.0,48.26,100.0,0
22096,3.02,4.79,0.0,0.0,53.33,100.0,0
22097,2.99,4.79,0.0,0.0,52.95,100.0,0
22098,2.74,4.82,0.0,0.0,49.42,100.0,0
22099,2.7,4.9,0.0,0.0,48.26,100.0,0
22100,2.63,4.93,0.0,0.0,47.07,100.0,0
22101,2.63,4.9,0.0,0.0,47.29,100.0,0
22102,2.7,4.93,0.0,0.0,48.03,100.0,0
22103,2.63,4.97,0.0,0.0,46.77,100.0,0
22104,2.63,4.86,0.0,0.0,47.59,100.0,0
22105,2.63,4.9,0.0,0.0,47.29,100.0,0
22106,2.66,4.93,0.0,0.0,47.48,100.0,0
22107,2.66,5.0,0.0,0.0,46.97,100.0,0
22108,2.66,4.86,0.0,0.0,48.01,100.0,0
22109,2.59,4.57,0.0,0.0,49.31,100.0,0
22110,2.59,4.54,0.0,0.0,49.55,100.0,0
22111,3.06,4.93,0.0,0.0,52.74,100.0,0
22112,3.42,5.04,0.0,0.0,56.15,100.0,0
22113,2.95,4.36,0.0,0.0,56.04,100.0,0
22114,2.63,4.28,0.5,0.0,52.35,98.24,0
22115,2.81,0.0,12.2,0.0,100.0,22.45,0
22116,2.84,0.0,13.64,0.0,100.0,20.38,0
22117,2.81,0.0,13.64,0.0,100.0,20.18,0
22118,3.2,0.0,13.28,0.0,100.0,23.43,0
22119,3.56,0.0,13.1,0.0,100.0,26.22,0
22120,3.64,0.0,13.03,0.0,100.0,26.91,0
22121,3.67,0.0,13.14,0.0,100.0,26.9,0
22122,3.6,0.0,13.07,0.0,100.0,26.56,0
22123,4.14,0.0,12.46,0.0,100.0,31.53,0
22124,3.78,0.11,5.87,0.0,99.96,54.14,0
22125,3.92,0.22,3.74,0.0,99.84,72.35,0
22126,3.92,0.22,3.85,0.0,99.84,71.34,0
22127,3.78,0.14,3.89,0.0,99.93,69.69,0
22128,3.96,0.11,8.24,0.0,99.96,43.32,0
22129,4.03,0.0,12.74,0.0,100.0,30.16,0
22130,3.82,0.0,12.96,0.0,100.0,28.27,0
22131,4.21,0.0,14.36,0.0,100.0,28.13,0
22132,4.32,0.0,16.09,0.0,100.0,25.93,0
22133,3.89,0.0,12.89,0.0,100.0,28.89,0
22134,4.0,0.0,13.79,0.0,100.0,27.86,0
22135,4.14,0.0,15.05,0.0,100.0,26.52,0
22136,3.49,0.0,13.21,0.0,100.0,25.54,0
22137,2.84,0.0,13.79,0.0,100.0,20.17,0
22138,2.77,0.0,13.86,0.0,100.0,19.6,0
22139,2.74,0.0,13.82,0.0,100.0,19.45,0
22140,2.77,0.0,13.75,0.0,100.0,19.75,0
22141,2.81,0.0,13.82,0.0,100.0,19.93,0
22142,2.81,0.0,13.82,0.0,100.0,19.93,0
22143,2.77,0.0,13.86,0.0,100.0,19.6,0
22144,2.88,0.0,14.15,0.0,100.0,19.94,0
22145,3.35,0.0,16.78,0.0,100.0,19.58,0
22146,3.17,0.0,16.88,0.0,100.0,18.46,0
22147,2.81,0.0,13.82,0.0,100.0,19.93,0
22148,2.74,0.0,13.86,0.0,100.0,19.39,0
22149,2.77,0.0,13.97,0.0,100.0,19.45,0
22150,2.7,0.0,14.0,0.0,100.0,18.94,0
22151,2.74,0.0,14.0,0.0,100.0,19.21,0
22152,2.66,0.0,7.16,0.0,100.0,34.83,0
22153,2.63,0.0,5.08,0.0,100.0,45.98,0
22154,2.66,0.0,9.94,0.0,100.0,25.85,0
22155,2.7,0.0,14.0,0.0,100.0,18.94,0
22156,2.77,0.0,14.0,0.0,100.0,19.41,0
22157,2.81,0.0,14.08,0.0,100.0,19.57,0
22158,2.74,0.0,14.18,0.0,100.0,18.97,0
22159,2.92,0.0,16.09,0.0,100.0,17.86,0
22160,3.35,0.0,20.27,0.0,100.0,16.31,0
22161,3.24,0.0,17.17,0.0,100.0,18.54,0
22162,3.2,0.0,14.26,0.0,100.0,21.9,0
22163,2.84,0.0,13.9,0.0,100.0,20.02,0
22164,2.81,0.0,13.82,0.0,100.0,19.93,0
22165,2.81,0.0,13.79,0.0,100.0,19.97,0
22166,2.88,0.0,13.72,0.0,100.0,20.54,0
22167,2.88,0.0,13.03,0.0,100.0,21.58,0
22168,2.74,1.04,3.24,0.0,93.49,64.57,0
22169,2.63,4.82,0.0,0.0,47.9,100.0,0
22170,2.66,4.9,0.0,0.0,47.71,100.0,0
22171,2.7,4.79,0.0,0.0,49.1,100.0,0
22172,2.63,4.54,0.0,0.0,50.13,100.0,0
22173,2.66,4.57,0.0,0.0,50.3,100.0,0
22174,2.63,4.64,0.0,0.0,49.31,100.0,0
22175,2.66,4.72,0.0,0.0,49.1,100.0,0
22176,2.66,4.82,0.0,0.0,48.32,100.0,0
22177,2.66,4.79,0.0,0.0,48.55,100.0,0
22178,2.95,4.54,0.0,0.0,54.49,100.0,0
22179,4.03,6.48,0.0,0.0,52.81,100.0,0
22180,3.06,5.08,0.0,0.0,51.6,100.0,0
22181,2.66,4.9,0.0,0.0,47.71,100.0,0
22182,2.7,5.04,0.0,0.0,47.22,100.0,0
22183,2.66,4.93,0.0,0.0,47.48,100.0,0
22184,2.7,4.97,0.0,0.0,47.74,100.0,0
22185,2.7,5.0,0.0,0.0,47.51,100.0,0
22186,2.74,4.97,0.0,0.0,48.28,100.0,0
22187,2.66,4.97,0.0,0.0,47.19,100.0,0
22188,2.66,4.93,0.0,0.0,47.48,100.0,0
22189,2.66,4.93,0.0,0.0,47.48,100.0,0
22190,2.66,4.9,0.0,0.0,47.71,100.0,0
22191,2.7,4.93,0.0,0.0,48.03,100.0,0
22192,2.7,4.9,0.0,0.0,48.26,100.0,0
22193,2.63,4.82,0.0,0.0,47.9,100.0,0
22194,2.7,4.86,0.0,0.0,48.56,100.0,0
22195,3.1,4.75,0.0,0.0,54.65,100.0,0
22196,2.99,4.86,0.0,0.0,52.4,100.0,0
22197,2.59,4.79,0.0,0.0,47.56,100.0,0
22198,2.59,4.72,0.0,0.0,48.11,100.0,0
22199,2.63,4.79,0.0,0.0,48.13,100.0,0
22200,2.63,4.79,0.0,0.0,48.13,100.0,0
22201,2.63,4.93,0.0,0.0,47.07,100.0,0
22202,3.1,5.26,0.0,0.0,50.77,100.0,0
22203,2.95,5.26,0.0,0.0,48.92,100.0,0
22204,2.74,5.36,0.0,0.0,45.52,100.0,0
22205,3.02,5.54,0.0,0.0,47.86,100.0,0
22206,3.38,5.62,0.0,0.0,51.54,100.0,0
22207,4.0,6.62,0.0,0.0,51.72,100.0,0
22208,72.9,57.74,0.0,0.03,78.39,100.0,0
22209,59.04,59.8,0.0,0.03,70.26,100.0,0
22210,107.68,90.68,0.0,0.05,76.49,100.0,0
22211,127.66,76.36,0.0,0.06,85.82,100.0,0
22212,96.55,47.84,0.0,0.04,89.6,100.0,2
22213,60.3,31.57,0.0,0.03,88.59,100.0,2
22214,111.31,62.14,0.0,0.05,87.32,100.0,2
22215,115.56,63.14,0.0,0.05,87.76,100.0,2
22216,105.01,62.39,0.0,0.05,85.97,100.0,1
22217,55.98,36.9,0.0,0.03,83.49,100.0,1
22218,101.2,63.22,0.0,0.05,84.81,100.0,1
22219,133.7,72.58,0.0,0.06,87.89,100.0,1
22220,118.12,71.53,0.0,0.05,85.54,100.0,1
22221,75.2,59.72,0.0,0.03,78.31,100.0,1
22222,54.83,46.3,0.0,0.03,76.4,100.0,1
22223,37.48,25.67,0.0,0.02,82.5,100.0,1
22224,14.11,2.09,9.68,0.01,98.92,82.46,2
22225,5.62,0.0,19.62,0.0,100.0,27.54,2
22226,5.47,0.0,19.48,0.0,100.0,27.03,2
22227,5.22,0.0,19.58,0.0,100.0,25.76,2
22228,44.17,21.56,2.16,0.02,89.87,99.88,1
22229,58.75,34.27,0.0,0.03,86.38,100.0,1
22230,54.54,29.27,0.0,0.03,88.11,100.0,1
22231,48.64,24.66,0.0,0.02,89.19,100.0,1
22232,45.32,18.72,0.0,0.02,92.43,100.0,1
22233,45.65,26.35,0.0,0.02,86.61,100.0,1
22234,55.51,32.98,0.0,0.03,85.97,100.0,1
22235,51.3,28.73,0.0,0.02,87.25,100.0,1
22236,53.06,32.44,0.0,0.02,85.32,100.0,1
22237,65.7,42.16,0.0,0.03,84.16,100.0,1
22238,55.01,35.39,0.0,0.03,84.1,100.0,1
22239,56.38,43.06,0.0,0.03,79.47,100.0,1
22240,62.14,45.14,0.0,0.03,80.91,100.0,1
22241,97.42,57.02,0.0,0.04,86.3,100.0,1
22242,103.36,63.79,0.0,0.05,85.1,100.0,1
22243,101.48,58.57,0.0,0.05,86.61,100.0,1
22244,92.41,51.05,0.0,0.04,87.53,100.0,2
22245,114.12,68.36,0.0,0.05,85.79,100.0,2
22246,34.31,8.28,2.3,0.02,97.21,99.78,2
22247,28.94,0.36,3.31,0.01,99.99,99.35,2
22248,35.5,19.01,0.65,0.02,88.16,99.98,2
22249,47.41,36.04,0.0,0.02,79.61,100.0,2
22250,52.96,35.21,0.0,0.02,83.28,100.0,2
22251,45.36,21.71,0.0,0.02,90.2,100.0,2
22252,45.72,22.82,0.0,0.02,89.47,100.0,2
22253,54.25,36.04,0.0,0.02,83.29,100.0,2
22254,46.58,23.26,0.0,0.02,89.47,100.0,2
22255,41.18,19.22,0.0,0.02,90.62,100.0,2
22256,62.75,32.8,0.0,0.03,88.62,100.0,2
22257,49.79,26.89,0.0,0.02,87.99,100.0,2
22258,40.86,14.51,0.0,0.02,94.23,100.0,2
22259,13.54,0.68,13.21,0.01,99.87,71.58,2
22260,6.37,0.0,16.31,0.0,100.0,36.38,2
22261,3.74,0.0,14.29,0.0,100.0,25.32,2
22262,3.53,0.0,14.08,0.0,100.0,24.32,2
22263,3.56,0.0,13.82,0.0,100.0,24.95,2
22264,3.38,0.94,3.6,0.0,96.34,68.45,2
22265,3.31,4.5,0.0,0.0,59.25,100.0,2
22266,2.77,4.5,0.0,0.0,52.42,100.0,2
22267,2.63,4.18,0.0,0.0,53.25,100.0,2
22268,2.56,3.85,0.0,0.0,55.37,100.0,0
22269,2.59,3.67,0.0,0.0,57.66,100.0,0
22270,2.52,3.64,0.0,0.0,56.92,100.0,0
22271,2.56,3.74,0.0,0.0,56.48,100.0,0
22272,2.52,3.6,0.0,0.0,57.35,100.0,0
22273,2.74,4.82,0.0,0.0,49.42,100.0,0
22274,3.2,5.36,0.0,0.0,51.26,100.0,0
22275,2.74,4.93,0.0,0.0,48.58,100.0,0
22276,2.66,5.08,0.0,0.0,46.39,100.0,0
22277,2.7,5.08,0.0,0.0,46.93,100.0,0
22278,2.7,4.97,0.0,0.0,47.74,100.0,0
22279,2.74,5.22,0.0,0.0,46.48,100.0,0
22280,2.77,5.15,0.0,0.0,47.37,100.0,0
22281,3.35,4.86,0.0,0.0,56.75,100.0,0
22282,2.88,5.22,0.0,0.0,48.31,100.0,0
22283,2.74,5.26,0.0,0.0,46.2,100.0,0
22284,2.77,5.54,0.0,0.0,44.72,100.0,0
22285,2.7,5.18,0.0,0.0,46.22,100.0,0
22286,2.74,5.22,0.0,0.0,46.48,100.0,0
22287,2.81,5.15,0.0,0.0,47.9,100.0,0
22288,2.7,5.08,0.0,0.0,46.93,100.0,0
22289,2.74,5.33,0.0,0.0,45.72,100.0,0
22290,2.81,5.18,0.0,0.0,47.68,100.0,0
22291,3.28,5.44,0.0,0.0,51.63,100.0,0
22292,2.77,5.15,0.0,0.0,47.37,100.0,0
22293,2.7,5.18,0.0,0.0,46.22,100.0,0
22294,2.74,5.36,0.0,0.0,45.52,100.0,0
22295,2.63,5.08,0.0,0.0,45.98,100.0,0
22296,2.63,4.9,0.0,0.0,47.29,100.0,0
22297,2.63,4.82,0.0,0.0,47.9,100.0,0
22298,2.88,5.18,0.0,0.0,48.59,100.0,0
22299,2.95,5.04,0.0,0.0,50.51,100.0,0
22300,3.24,4.54,0.0,0.0,58.09,100.0,0
22301,2.84,4.64,0.0,0.0,52.2,100.0,0
22302,3.17,4.54,0.0,0.0,57.25,100.0,0
22303,4.1,6.01,0.0,0.0,56.36,100.0,0
22304,67.46,53.46,0.0,0.03,78.37,100.0,0
22305,69.77,67.07,0.0,0.03,72.09,100.0,0
22306,53.42,59.65,0.0,0.02,66.71,100.0,0
22307,49.79,34.96,0.0,0.02,81.84,100.0,0
22308,58.43,36.25,0.0,0.03,84.98,100.0,2
22309,55.44,33.26,0.0,0.03,85.75,100.0,2
22310,56.84,34.78,0.0,0.03,85.3,100.0,2
22311,75.78,48.1,0.0,0.03,84.43,100.0,2
22312,48.1,24.05,0.0,0.02,89.44,100.0,1
22313,48.56,22.43,0.0,0.02,90.78,100.0,1
22314,52.81,32.47,0.0,0.02,85.19,100.0,1
22315,65.45,38.3,0.0,0.03,86.31,100.0,1
22316,60.8,52.85,0.0,0.03,75.47,100.0,1
22317,44.21,32.54,0.0,0.02,80.54,100.0,1
22318,41.4,26.64,0.0,0.02,84.09,100.0,1
22319,33.77,16.34,0.25,0.02,90.02,100.0,1
22320,4.14,0.0,9.86,0.0,100.0,38.71,2
22321,5.47,0.0,20.02,0.0,100.0,26.36,2
22322,5.47,0.0,19.26,0.0,100.0,27.32,2
22323,5.29,0.0,19.51,0.0,100.0,26.17,2
22324,39.82,13.21,3.85,0.02,94.91,99.54,1
22325,48.02,22.68,0.0,0.02,90.42,100.0,1
22326,40.82,14.22,0.0,0.02,94.43,100.0,1
22327,39.17,12.6,0.0,0.02,95.2,100.0,1
22328,42.91,13.9,0.0,0.02,95.13,100.0,1
22329,46.4,18.43,0.0,0.02,92.94,100.0,1
22330,52.42,28.62,0.0,0.02,87.77,100.0,1
22331,57.64,34.06,0.0,0.03,86.09,100.0,1
22332,56.88,34.31,0.0,0.03,85.63,100.0,1
22333,51.23,28.8,0.0,0.02,87.17,100.0,1
22334,49.86,26.21,0.0,0.02,88.52,100.0,1
22335,51.08,24.41,0.0,0.02,90.23,100.0,1
22336,50.58,27.22,0.0,0.02,88.06,100.0,1
22337,57.64,33.62,0.0,0.03,86.38,100.0,1
22338,57.28,32.36,0.0,0.03,87.07,100.0,1
22339,50.87,27.07,0.0,0.02,88.28,100.0,1
22340,56.48,29.48,0.0,0.03,88.65,100.0,2
22341,38.74,12.13,0.18,0.02,95.43,100.0,2
22342,30.38,0.58,2.16,0.01,99.98,99.75,2
22343,29.02,0.65,2.45,0.01,99.97,99.65,2
22344,33.01,14.18,0.58,0.02,91.88,99.98,2
22345,54.86,43.85,0.0,0.03,78.11,100.0,2
22346,54.76,37.91,0.0,0.03,82.22,100.0,2
22347,48.71,28.15,0.0,0.02,86.58,100.0,2
22348,56.27,32.51,0.0,0.03,86.59,100.0,2
22349,53.93,30.06,0.0,0.02,87.35,100.0,2
22350,50.4,27.54,0.0,0.02,87.75,100.0,2
22351,55.87,34.7,0.0,0.03,84.95,100.0,2
22352,54.9,33.23,0.0,0.03,85.55,100.0,2
22353,56.09,33.16,0.0,0.03,86.08,100.0,2
22354,57.31,32.15,0.0,0.03,87.21,100.0,2
22355,34.06,14.65,3.89,0.02,91.86,99.35,2
22356,4.54,0.0,18.68,0.0,100.0,23.62,2
22357,3.82,0.0,15.7,0.0,100.0,23.64,2
22358,3.49,0.0,17.1,0.0,100.0,20.0,2
